sample_id,acceptance_status,acceptance_reason,trajectory_checksum,d_is_zero,mu_M1,mu_M2,hn,vn,kpn1,kpn12,mu_n12,a_inf2,mu_n10
309,accepted,,4ca3e7e4a9a1c818,False,2A,1,2B,2B,1,2B,1,2A,2B
310,accepted,,b0f647c49694859d,True,2B,1,1,2A,2B,1,2B,1,1
311,accepted,,ca9cc0906eb7f38c,True,2A,2B,2B,2A,2B,2A,2B,2A,2B
312,accepted,,bd9432a723c7aa8b,False,2A,1,2B,2B,2B,2A,1,2B,1
313,accepted,,9de377d4e1e68ba9,True,2A,1,1,2B,2B,2A,2B,2A,1
314,accepted,,e3d78d0c5c2eff41,True,1,1,1,2A,2B,1,1,2A,1
315,accepted,,3561c0d43d440d68,True,2A,2A,2B,2B,1,1,2B,2B,1
316,accepted,,06435f4244a5a603,False,2A,2A,1,2B,1,1,1,2B,2B
317,accepted,,35ff28a3d8cad9e1,False,2A,1,1,2A,2A,2B,1,1,2A
318,accepted,,b3d9d230368edb77,True,2A,2A,2B,2B,1,2A,2B,2A,2B
319,accepted,,dc75c9f0740bf2c7,True,1,2A,1,2A,2B,2B,2B,1,1
320,accepted,,e9466053de33f5a8,False,2A,2A,1,2A,2A,2A,1,2B,1
321,accepted,,45f38b3e52908901,False,1,2B,2B,2B,1,2A,2B,1,2B
322,accepted,,6fc57e7c96d4bf07,True,2A,1,2B,2A,1,2B,2B,1,2B
323,accepted,,cea7bb0a33e685c6,True,2A,2A,2B,2A,1,1,2B,1,2A
324,accepted,,dc5d117be419d295,False,2A,2B,2B,2A,2A,2A,1,2B,1
325,accepted,,d39a4206d789b328,True,1,2A,1,2A,2B,2A,1,2A,2A
326,accepted,,5a5073164d6b52eb,True,2A,1,1,2A,2A,2B,1,1,2B
327,accepted,,e71e8432a1533d30,True,2A,2A,1,2B,1,2A,1,2A,2B
328,accepted,,ecf5cfb4055e4cc8,False,1,2A,2B,2B,2A,1,1,1,1
329,accepted,,82c75c94be5bdffc,False,2A,2B,2B,2B,1,2B,1,1,2B
330,accepted,,b93d768f47384f79,False,2A,2A,2B,2A,1,1,1,2A,1
331,accepted,,273e2b42cf96ecc8,True,2A,2A,2B,2B,2B,1,2B,2B,2B
332,accepted,,f2f4595073c283ca,False,2B,2A,2B,2B,1,1,2B,1,2A
333,accepted,,41a4a9bc8f9fb664,True,2A,2B,1,2B,2B,2B,2B,2B,2B
334,accepted,,4b3bdc796af481ca,False,2B,2B,2B,2B,2B,2B,2B,2B,1
335,accepted,,3a7e0b4e5fa62d1a,False,2B,2A,2B,2B,2B,2B,1,2A,1
336,accepted,,8ac07e25e2aec85b,False,1,2A,2B,2A,1,1,2B,2B,1
337,accepted,,ad1651d8c1274b62,False,2B,2B,2B,2A,2B,2B,2B,2B,2A
338,accepted,,a2cc0d65053b6f52,False,2A,2A,1,2B,1,2A,1,2B,1
339,accepted,,e64f07808501c085,True,2A,2A,2B,2B,2A,2B,2B,1,1
340,accepted,,1bf31b3344e4ae2c,False,2B,2A,2B,2B,1,2A,2B,2B,2B
341,accepted,,b7a822c0cb256dcb,False,2A,2A,2B,2A,1,2B,2B,1,2B
342,rejected,integration_exception: array must not contain infs or NaNs,,False,2B,2A,2B,2B,2A,2B,1,2A,2B
343,accepted,,443a9331a124e50d,True,2A,2A,2B,2A,1,2B,2B,2A,2A
344,accepted,,8ffe2d055559da6a,True,1,1,1,2A,2B,2B,2B,2B,1
345,accepted,,724fd4ba0f526651,False,1,1,1,2A,2B,1,1,2B,2B
346,accepted,,aa531639e311add9,True,2A,2A,1,2A,1,1,1,1,2A
347,accepted,,27926ab766fea1d9,False,2B,1,1,2B,2A,2A,1,2A,2B
348,accepted,,cc755650c8deb35a,True,1,2B,1,2B,2B,2A,2B,2B,1
349,accepted,,892cdc1fa7ec4ded,False,2B,2B,1,2B,2A,1,2B,2B,2A
350,accepted,,73e3be76a3ea8591,True,1,2B,2B,2A,2A,1,2B,2B,2B
351,accepted,,bea41e9943395138,True,2B,1,1,2A,1,2B,2B,2B,2B
352,accepted,,795db77398e19310,False,2A,2B,2B,2B,1,2A,2B,2B,1
353,accepted,,d3449f3390aff1cb,False,1,2B,2B,2A,1,2A,2B,1,1
354,accepted,,941e0984333a284c,False,1,1,2B,2B,2B,2B,1,1,2A
355,accepted,,7200da91bc2ace8d,False,2A,1,1,2A,2A,2A,1,2A,2A
356,accepted,,a0f9d4ec70edbd57,True,2A,1,1,2B,2A,2B,1,1,2B
357,accepted,,56cf78de98ba211d,False,2B,2A,1,2B,1,1,1,2B,2B
358,accepted,,013de64931df4ee5,True,2A,2B,1,2B,2A,2B,1,1,1
359,accepted,,123c50d053a45685,False,1,2A,1,2A,2A,2A,2B,2B,2A
360,accepted,,d11251bc1dcb48b2,False,1,1,1,2B,2A,2A,2B,1,2B
361,accepted,,6db8cb69acbb75e0,True,1,2A,2B,2B,1,1,1,1,1
362,accepted,,51df92bbd619de45,False,1,2A,2B,2B,2A,2A,1,1,2A
363,accepted,,387300baec056020,True,2A,1,1,2B,2B,2A,1,1,1
364,accepted,,614038c6c59906fd,False,2B,2A,2B,2A,1,2B,2B,2B,2B
365,accepted,,9f6e7e7cfd529fb9,False,2B,2A,1,2A,2A,1,2B,1,1
366,accepted,,d9d068c633866cdf,True,1,1,2B,2A,2A,2A,1,1,2A
367,accepted,,2fa86aa36aee73db,False,2A,2A,2B,2B,2B,2A,2B,2A,1
368,accepted,,2002cac8927c1d5f,True,1,2B,2B,2B,2A,2A,1,1,2B
369,accepted,,4d38e84871da20a0,False,2B,2A,2B,2B,2A,2B,2B,1,2A
370,accepted,,f09d92a7b3f342e2,True,2B,1,2B,2A,2B,2B,2B,1,1
371,accepted,,aaa96b4a76f7cccf,False,2A,1,1,2B,1,2B,1,1,2B
372,accepted,,06fd72a715c4fd59,False,1,2B,1,2B,2A,1,2B,2A,2A
373,accepted,,70a5ccd03bb61573,True,2A,2A,2B,2B,2A,2A,1,2A,2A
374,accepted,,0fcd2ac40203cf8d,False,1,2A,1,2B,2B,1,2B,1,2A
375,accepted,,d02bc44d299bffc3,False,2A,2B,1,2B,2B,2A,2B,2B,1
376,accepted,,8083f92da5751f82,True,2A,2A,1,2B,2B,1,1,2A,1
377,accepted,,2f1ae3d1cfa7c99f,True,2A,1,1,2B,2B,1,1,1,2A
378,accepted,,bf6faf07e8382173,False,1,2A,1,2B,2A,2A,2B,2A,2A
379,accepted,,9a60c88480ab6cab,True,2B,2B,1,2B,2B,2A,2B,1,1
380,accepted,,078418f78b53f590,False,1,2A,1,2B,1,2B,2B,2B,2B
381,accepted,,9af6b4ab2ae14c7a,False,1,2B,1,2A,1,1,1,2B,1
382,accepted,,3bd3cc7e9ef5e512,False,2A,2B,1,2A,1,2A,2B,2A,2B
383,accepted,,2507fe19e8e2ebfd,False,1,2A,1,2B,2A,1,2B,2B,2A
384,accepted,,ae80fc0ad858a7c4,False,2B,2A,2B,2A,1,2B,1,2B,1
385,accepted,,14ef6809bc322579,False,2B,1,2B,2A,2A,2A,1,2A,2A
386,accepted,,59fd1b4844034fcd,False,2A,2A,2B,2B,2A,2A,2B,1,2B
387,accepted,,fc218a9e0b4fc718,True,2A,2B,2B,2B,2A,2A,1,2A,1
388,accepted,,54676db583ba41b4,False,1,2B,2B,2A,2B,2B,1,2B,2A
389,accepted,,3b340c917634bf0b,True,1,2B,2B,2B,2A,1,2B,2B,2B
390,accepted,,dcb03908a557eb01,True,2A,1,2B,2B,2B,2B,2B,2B,2B
391,accepted,,c74551489e43b5b7,False,1,2A,2B,2B,2A,1,1,1,1
392,accepted,,a617c3ea1a6ea3a9,False,1,2B,2B,2B,2A,2B,1,2B,2A
393,accepted,,ee5bf154a7190406,True,1,2B,1,2B,1,2B,2B,2B,2B
394,accepted,,a3378e70786d8aab,False,2B,2A,1,2A,1,1,1,2B,2B
395,accepted,,503a7318f603742f,False,1,2B,1,2A,2B,1,2B,2A,1
396,accepted,,61c5202dea7d2e5e,False,2A,1,1,2A,1,1,2B,2B,2B
397,accepted,,613d8adefae194ef,True,1,2B,2B,2A,2A,2B,1,2B,1
398,accepted,,d2156620752bc15a,False,1,2A,1,2B,2B,2B,2B,2A,2B
399,accepted,,e9b17b3ac212bdd4,True,2B,2B,1,2A,2A,2B,1,1,1
400,accepted,,68ea0aa2ca579d27,True,1,1,2B,2B,2B,2A,2B,1,1
401,accepted,,ce7042163269e605,False,2A,2A,2B,2B,2A,2A,2B,2A,2B
402,accepted,,fb5b3b403ee002ac,False,1,2A,1,2A,2A,1,2B,2B,1
403,accepted,,bac70042fea9add1,False,2A,2B,1,2B,2B,1,1,1,2B
404,accepted,,c23f26e82b1a0a09,False,2B,2B,2B,2A,1,1,1,1,2B
405,accepted,,0bc853a8cee74cb3,False,2A,2A,2B,2A,1,2A,1,2B,1
406,accepted,,7943fe5ab19491ca,False,1,2A,1,2B,2A,2A,1,2B,2B
407,accepted,,960515ed2c90fc3f,False,1,2B,1,2A,2A,2A,2B,2A,2B
408,accepted,,55232387dc7a2dcf,True,2B,2B,2B,2A,2B,2B,1,1,2A
409,accepted,,2a6ad0abeb9533ce,False,1,2A,1,2B,2A,1,2B,1,2B
410,accepted,,1e5104bce11aace9,False,2B,2B,2B,2B,2A,1,1,2A,1
411,accepted,,b070acc4d95a2eb5,False,2B,2B,1,2A,2B,2A,1,1,1
412,accepted,,409a12a6cbbe27ac,True,1,2A,1,2B,2B,2B,1,2B,2A
413,accepted,,515fffef905ef2c1,True,2B,2B,2B,2A,2A,2B,2B,1,2A
414,accepted,,1955c6809e98d230,False,2B,2A,1,2A,1,2A,2B,2B,2B
415,accepted,,0881b8f0381c6fb2,True,2B,2B,2B,2A,1,2B,1,2A,1
416,accepted,,4c63f652f84bce17,False,1,2B,1,2B,2A,2A,2B,1,2A
417,accepted,,4cafa8754dc222ca,False,2B,1,2B,2A,2B,2B,1,2A,2A
418,accepted,,548ca5bd9ed7ac4a,False,2A,2B,1,2B,2B,2A,1,2A,2A
419,accepted,,d9485299ef189360,True,2B,2B,2B,2B,2B,1,1,2A,2B
420,accepted,,249219c7ef1cdc4e,False,2B,1,2B,2B,2B,2A,2B,2B,2A
421,accepted,,89142723ed2b9236,True,1,1,2B,2B,1,2B,1,2B,2B
422,accepted,,fa43aa559720267a,True,2A,2A,1,2A,2A,1,1,2A,2A
423,accepted,,b64adc6dd3e7a094,False,2A,2A,2B,2B,2A,2A,2B,2B,1
424,accepted,,4178a49bcb07ef0d,False,1,2B,1,2A,1,2B,2B,1,2A
425,accepted,,072ac6e130737930,False,1,2A,1,2A,2B,2A,2B,2A,2B
426,accepted,,a937dd5e79e5663b,True,2B,2A,1,2A,2A,2A,1,1,2B
427,accepted,,f97831a06e922db6,True,2B,2A,2B,2A,2B,2A,1,1,2B
428,accepted,,e8f494537c635178,True,2B,1,2B,2B,1,2B,1,2B,2A
429,accepted,,ee2d799bc1fe41d4,False,2B,2A,2B,2A,2A,1,1,2A,2A
430,accepted,,965f10075dc53745,True,2B,2B,1,2B,2A,2A,1,2A,1
431,accepted,,0232ec48b5d77952,True,1,2A,2B,2B,2B,2A,1,2B,2B
432,accepted,,55e559f9822738a2,True,2B,1,2B,2A,2B,1,2B,2A,1
433,accepted,,61c3921d654d3d35,False,2B,1,2B,2B,2A,2A,1,2A,2A
434,accepted,,7753916587399277,False,1,2A,2B,2A,1,1,2B,2A,2B
435,accepted,,2e91a79660415329,True,2B,2B,2B,2A,2A,1,1,2B,2A
436,accepted,,d8a05c9a632e9927,True,2A,1,1,2A,2B,1,1,1,2A
437,accepted,,9a866fb0a298afd5,False,1,2A,1,2B,2A,1,2B,2B,2A
438,accepted,,8a5287c9ff40b467,False,2B,2B,1,2A,2A,2B,2B,2A,2B
439,accepted,,5ecc9c4bd97b203b,True,2A,2B,2B,2B,1,2B,2B,2A,1
440,accepted,,28ca02c4bd32e73d,False,2B,2B,2B,2A,2A,2A,2B,2B,2A
441,accepted,,0a126351b6072247,True,1,2A,2B,2A,1,1,2B,2B,2A
442,accepted,,c6430ef4b4c23a65,False,1,2B,2B,2B,1,2A,1,2A,2A
443,accepted,,9f3f1a4742deef91,True,2B,2B,1,2A,2A,2B,2B,1,2B
444,accepted,,3238f4435f098d3f,False,1,1,1,2A,2B,2B,1,2A,2B
445,accepted,,b80bf6d839ebc7f0,True,2B,2A,2B,2B,2A,2B,2B,2A,2B
446,accepted,,6fc731da385b7ec7,False,2A,2B,1,2A,2B,2B,1,2B,1
447,accepted,,fd4a8dbb311c6828,False,1,2A,2B,2A,1,2A,1,1,2B
448,accepted,,9bbac2772b72b946,True,1,2B,2B,2B,2A,2A,1,2A,2B
449,accepted,,2b4df2f69993e3c5,True,2A,1,1,2A,1,2B,1,2A,2B
450,accepted,,519d34bf2ac627f2,True,2A,2A,2B,2B,2B,2B,1,2A,2B
451,accepted,,725675e3f52a2c5b,False,2B,1,2B,2B,2B,2B,2B,2B,2A
452,accepted,,886937484409b716,False,1,1,2B,2B,2A,1,2B,1,1
453,accepted,,c3d1280a6ceefbd8,True,2B,2A,1,2A,1,2A,1,1,2B
454,accepted,,539aafb98676460b,False,2A,1,1,2A,1,2B,1,2B,2A
455,accepted,,ea177d2be7e737ab,True,2B,1,1,2A,1,2B,1,1,2A
456,accepted,,f94e6e09541dd88b,False,2A,1,1,2B,1,1,2B,1,2B
457,accepted,,c551aaa8827d2aae,True,1,2B,1,2A,2B,2A,2B,2A,2A
458,accepted,,11230be6f391d44b,True,2B,2A,1,2B,2B,2B,2B,1,1
459,accepted,,e9a341e7c4016de4,True,2B,2B,2B,2B,2B,1,1,2A,2A
460,accepted,,eaaf26d769223c75,True,1,1,1,2B,2B,2B,1,2B,1
461,accepted,,92b8cc8eace78181,False,2A,1,1,2B,1,2A,2B,2B,2B
462,accepted,,21cebe1f94887959,False,1,2B,1,2B,1,2B,1,1,2A
463,accepted,,fcd3e4ce031c9e64,False,1,2A,2B,2B,1,1,2B,2B,2A
464,accepted,,5c44d6e545df16a6,True,1,1,2B,2B,2B,2A,1,2B,1
465,accepted,,631c353c08c2e768,True,1,2A,1,2A,2A,2A,1,2B,2A
466,accepted,,33fae7d8781e6665,True,1,2B,1,2A,2B,2B,2B,1,1
467,accepted,,27218ef4eabe8e7c,True,1,2B,2B,2B,2A,1,1,1,2A
468,accepted,,19384fc9a34ba2ef,False,1,2B,2B,2B,2B,2A,2B,2B,2B
469,accepted,,da2cbf7ad8826b85,False,1,2A,1,2B,2A,2B,1,1,2B
470,accepted,,57c6684ddfc17674,False,2B,2A,2B,2B,2B,2B,2B,1,2A
471,accepted,,59d23021f9568a1c,True,1,2B,1,2A,2A,2A,2B,1,1
472,accepted,,9a3b2b272f8295f6,False,2A,1,2B,2B,2A,2A,2B,1,1
473,accepted,,9fac585e091fc7f2,False,2B,2A,2B,2B,1,2A,2B,2A,2B
474,accepted,,eb394906902905a5,False,2B,1,2B,2A,1,2A,1,2A,1
475,accepted,,7d2bf8d27747e152,True,2B,2A,1,2A,2A,2A,2B,2B,2B
476,accepted,,54f7d47963e1bb25,False,2B,2A,1,2A,2A,2B,1,2A,1
477,accepted,,10f4433277b6d4fb,True,1,2A,2B,2A,1,2A,2B,1,1
478,accepted,,329ac45a8705117b,True,2A,2B,2B,2A,1,2A,1,1,2A
479,accepted,,f55a4c7a522af572,False,2B,2A,1,2A,1,2B,2B,2B,2A
480,accepted,,c45560b34d426060,True,1,2A,1,2B,1,2A,2B,2B,1
481,accepted,,107cf8366b3dc79d,False,2A,2B,1,2B,2B,2B,1,1,2B
482,accepted,,cda165adf7921f2c,False,2B,2B,1,2A,2B,2B,1,2A,2A
483,accepted,,02560f19f2b1e89d,False,2A,1,1,2A,2A,1,1,1,1
484,accepted,,87e9021ba2af5948,False,2B,2A,1,2A,2A,2A,2B,2B,2A
485,accepted,,fac98e9113691e14,False,2B,2B,1,2A,1,2B,1,1,2A
486,accepted,,50a92329054f2083,False,2B,2A,2B,2B,2B,2B,1,2A,2A
487,accepted,,0830ae21ac57406e,True,2A,2A,1,2B,2B,2A,2B,2A,1
488,accepted,,db24505aaec37101,False,2B,2B,2B,2B,1,2A,2B,1,2B
489,accepted,,ac78c7ba9e882809,False,2A,2A,1,2A,2B,2B,2B,2B,1
490,accepted,,a30f4d6d1bc694f8,False,2B,2B,2B,2B,2B,2B,2B,2B,2A
491,accepted,,bfab91b06dbf7824,True,2B,1,2B,2A,1,1,2B,2B,2B
492,accepted,,c9584f48fdac4166,True,1,1,2B,2A,2B,2A,2B,1,1
493,accepted,,d0fc82bb4a3e81da,False,2B,2B,1,2A,2B,1,1,1,2B
494,accepted,,228a6b7cbe1378e7,True,1,1,1,2B,2B,1,2B,2A,1
495,accepted,,5ce669375572dc28,False,2B,2A,1,2B,2B,2B,1,1,2B
496,accepted,,384e842882466424,True,2A,2B,1,2B,2A,2A,2B,2A,2A
497,accepted,,cd7f85376ccd4c78,True,2A,2B,1,2B,2A,2A,2B,2A,2A
498,accepted,,00b49a1fd8d3de50,False,1,2A,2B,2B,1,1,1,1,1
499,accepted,,9ed821e66a029a60,True,2A,1,2B,2A,2A,2B,2B,2B,2A
500,accepted,,91ce6fdee184de05,False,2A,2B,1,2B,1,2B,1,2B,2B
501,accepted,,c032a3d9818e2878,True,2A,2B,1,2B,1,2B,1,2B,2A
502,accepted,,19672739dbfa32c5,True,2B,2A,2B,2B,2A,2A,2B,2A,1
503,accepted,,8a868c8337ffb00e,True,1,2A,2B,2B,2A,2B,1,2B,2A
504,accepted,,066f731eb64a3b47,True,2A,2A,1,2A,1,1,1,1,2B
505,accepted,,79174d9b39c43233,False,1,2A,2B,2B,1,2B,1,2B,2B
506,accepted,,743b27ba36dfac6d,False,2B,2A,1,2A,1,2A,1,2A,2A
507,accepted,,769ef072420a9944,True,1,1,1,2B,1,2B,1,2A,1
508,accepted,,7a8768d7435ce4f3,True,2B,2B,1,2B,2A,1,1,2B,2A
509,accepted,,10d313fc4bb36667,False,2A,1,1,2A,2A,2A,2B,1,2A
510,accepted,,6caed2dab7c14de4,True,2B,2A,2B,2B,2B,1,1,1,1
511,accepted,,fff8df79638397a9,False,2B,2B,2B,2A,2B,2A,2B,2B,1
512,accepted,,9a678b68c338c168,True,1,1,2B,2B,2B,2B,1,2A,2A
513,accepted,,85d781bc50bdbe33,True,2B,1,1,2B,2B,1,2B,2B,2A
514,accepted,,dc6a22d0d468f5b3,True,2B,2A,1,2A,2B,1,2B,1,2B
515,accepted,,0ec026cd1b22cdcd,False,2B,2A,2B,2B,1,2B,2B,2B,2A
516,accepted,,4ad86518bcdc3b96,True,2A,1,1,2A,2A,1,1,2A,2A
517,accepted,,9567842797facc2b,True,2A,2A,1,2B,1,2B,1,2A,2A
518,accepted,,81e2ef170db26366,False,2B,1,2B,2B,2A,2B,2B,1,2A
519,accepted,,a6c37c70a7f2e6a3,False,1,2A,2B,2A,2B,1,2B,2B,2A
520,accepted,,23fe6753ba96db89,True,1,2B,2B,2B,2B,2A,2B,1,1
521,accepted,,3b0f775b3f9e90a2,False,2B,1,2B,2B,2A,2B,2B,2A,2B
522,accepted,,34522c41ae015fe1,False,2A,1,1,2A,2B,2A,2B,2A,2A
523,accepted,,45fbdfb8194714c8,True,1,1,1,2B,1,2B,1,2B,1
524,accepted,,b941a7ee9f76768e,False,1,2B,1,2A,1,2B,1,2A,2A
525,accepted,,0b867acde1a59588,True,1,1,2B,2B,1,2B,1,1,2A
526,accepted,,af89efe36be4a79e,False,2B,2A,2B,2A,2A,2A,2B,2A,2A
527,accepted,,0ac19b90090ea65a,False,2B,2A,2B,2A,1,2A,2B,2A,2B
528,accepted,,dc61c19a9b1206c4,False,2B,2B,1,2B,2A,2B,2B,1,2A
529,accepted,,b87e45f743b919c2,True,2A,1,1,2A,1,2A,2B,2B,2B
530,accepted,,eeeb167c1882c34a,False,1,1,2B,2B,2B,2B,2B,2B,2B
531,accepted,,d00ad1fbc21c17d5,True,1,2A,1,2B,1,2B,1,2A,2A
532,accepted,,56c47a0058aeff28,False,2A,2B,1,2A,2A,2A,2B,1,1
533,accepted,,fe2cae4961d1bfc8,False,2B,1,1,2B,2B,2A,1,2A,2B
534,accepted,,714dff3287d3d63a,True,1,1,1,2B,2A,2B,2B,2B,2B
535,accepted,,b574639db6d13228,False,2A,2A,1,2B,1,2A,2B,1,2B
536,accepted,,a7d0e252a27d71c6,True,2B,2B,2B,2A,2B,2A,2B,2A,1
537,accepted,,ef2c608c0787c0b0,True,1,2B,1,2B,2A,2B,1,2B,1
538,accepted,,27c5e83b8d876e38,False,2B,2B,1,2B,2B,1,1,2B,2B
539,accepted,,fbeec72d00a54bf8,True,2A,1,2B,2A,1,2B,2B,1,1
540,accepted,,7fe744561dbbabf6,False,2A,2B,2B,2A,2A,2B,1,2A,2B
541,accepted,,02b98b0f63a55357,False,2B,2B,2B,2B,2A,1,1,1,2B
542,accepted,,2e700328b9dc3027,False,2B,2B,2B,2A,2A,2B,2B,2B,2A
543,accepted,,1a10f8b66f79d34f,True,1,2B,1,2A,2A,1,2B,1,2B
544,accepted,,84f22a2998c05fe8,True,1,2B,2B,2B,2B,2B,1,2B,1
545,accepted,,9e92be32c5eb4b3d,True,1,2B,1,2A,2A,1,1,2A,2A
546,accepted,,c901916ac49ed974,False,1,2A,1,2B,1,2A,1,2B,2A
547,accepted,,e83a4cd1d2f3a7c6,True,1,2B,2B,2A,2A,1,1,2A,2B
548,accepted,,1ee1d7aafbd434a3,True,2A,1,1,2B,1,2A,1,1,2A
549,accepted,,651f0b5db8f3d99d,True,2A,2B,2B,2A,2A,2B,2B,1,2A
550,accepted,,2152744c36afe69c,False,1,2A,1,2A,1,2A,1,1,2A
551,accepted,,55b736dc9bde1b15,False,2B,1,2B,2B,1,2B,2B,1,1
552,accepted,,9691d3aa8405e77d,False,2B,2B,2B,2A,2A,2B,2B,2B,1
553,accepted,,7b202749b58ad816,False,2B,1,1,2A,2B,1,2B,2B,1
554,accepted,,b09e9334dfcaa15c,True,2B,2B,2B,2B,2B,1,2B,2A,2B
555,accepted,,9a03ef475f610db9,True,2B,2B,1,2A,2A,2A,1,1,2B
556,accepted,,6906956cb8412683,True,2A,1,2B,2A,1,2A,2B,2B,1
557,accepted,,d1c05aac5cbc2ba9,True,2B,1,1,2B,2A,2B,1,2A,2B
558,accepted,,2117089c0c350053,True,1,1,1,2B,2B,2B,1,2A,2B
559,accepted,,f948ed086bb149bb,False,1,1,1,2B,2A,2B,2B,2B,2B
560,accepted,,b50526b557cbcd07,True,2A,2B,2B,2B,2A,2A,2B,2A,2A
561,accepted,,97ec0f2157d632d0,False,1,2B,1,2A,2B,2B,2B,1,2B
562,accepted,,3d37467709744e98,True,2A,1,2B,2B,1,2A,2B,2B,2A
563,accepted,,5b432debb2eb602b,True,1,1,1,2A,1,1,2B,2B,2B
564,accepted,,b6d0662179b713cb,False,1,2B,1,2B,2B,2A,2B,2B,2A
565,accepted,,bdb89241700e8b7c,False,2B,2A,2B,2B,1,2A,2B,1,2B
566,accepted,,d88019f1b814a232,True,2A,2A,1,2B,2B,2B,2B,1,2B
567,accepted,,8a316df059970ea1,True,2B,2B,1,2A,2A,2A,2B,2A,2B
568,accepted,,4b1e34d45ecd0284,False,2B,2B,2B,2B,2B,2B,1,2B,2A
569,accepted,,0df3aaa8fe70a123,True,1,1,1,2B,2A,1,1,1,2B
570,accepted,,b6e6f5693641154b,True,1,2A,2B,2B,2A,2A,1,1,2B
571,accepted,,884d874cf9ad72cf,True,2A,2A,2B,2A,2B,2A,2B,1,1
572,accepted,,782423573ce03667,False,2B,2B,1,2A,2A,2A,1,2B,2B
573,accepted,,f3d1c3768ae96f09,True,1,2B,1,2A,2A,1,1,2B,2B
574,accepted,,3b505f143d34ecb3,False,2B,1,1,2A,2B,2A,2B,1,1
575,accepted,,b331aa16f8ba2fd8,False,1,1,2B,2B,2B,2A,2B,2B,1
576,accepted,,f831df50682f411f,True,2A,2B,1,2A,1,2B,1,2B,2B
577,accepted,,fd38ebcea00638cf,False,2B,2A,1,2A,1,1,2B,2B,2A
578,accepted,,04140e043efc05d9,False,2B,1,1,2A,1,2B,1,2A,2A
579,accepted,,0759de191b34ba2b,False,2A,2A,2B,2A,2A,2A,1,1,1
580,accepted,,477710db5bff7ef4,True,2A,2B,2B,2A,2A,2B,1,2A,1
581,accepted,,27ba12acf0eee68c,False,2A,2A,1,2A,2A,2B,1,1,2A
582,accepted,,30c434c761b5326b,False,2A,2B,2B,2B,1,2B,1,1,1
583,accepted,,d99461f1813761b2,True,2B,2A,2B,2B,2B,2A,1,1,2B
584,accepted,,23fa733efae2e058,True,2B,2B,2B,2A,2B,1,2B,1,2A
585,accepted,,0ae7b4363addcc75,True,2A,2B,1,2A,1,2B,2B,1,2B
586,accepted,,1b93b209e422be95,False,1,2B,1,2B,2B,2B,2B,2B,1
587,accepted,,71761669cc922f52,True,2A,1,2B,2B,2A,2A,2B,2B,2B
588,accepted,,e2007cebbc1e13b0,False,1,2A,2B,2A,2B,2A,1,1,2A
589,accepted,,1cfea2d373328dd5,False,1,2B,1,2A,2B,2B,2B,1,2B
590,accepted,,ddc7f3ea51bd1a89,True,2B,1,2B,2B,2B,2B,2B,2B,2A
591,accepted,,474fc5254b5ebe40,False,2B,1,2B,2B,2B,2B,2B,2B,2B
592,accepted,,7f4c6d0111697205,True,2B,2B,2B,2A,2A,2B,1,1,2A
593,accepted,,c604a118e1372b72,True,1,2A,2B,2B,2A,2A,1,1,2A
594,accepted,,9e50a43db13e4834,True,2B,2B,2B,2A,2A,1,2B,1,1
595,accepted,,901b56bd8d3d3eec,False,1,1,1,2B,2B,1,1,1,2A
596,accepted,,f760eabe6179ef87,True,2A,2A,2B,2A,2A,1,1,2B,2A
597,accepted,,b1b1eea9bae59d31,False,1,2A,2B,2B,2B,2B,1,2A,1
598,accepted,,8863ae4da061f6e1,True,2B,2A,2B,2A,2B,1,2B,2B,2A
599,accepted,,c4da9fdadb0ff1bf,True,1,2B,1,2B,2B,2B,2B,2B,2B
600,accepted,,3373b479d66c9629,False,2A,2B,2B,2A,1,1,2B,2B,1
601,accepted,,776608f59488d625,True,2A,1,1,2B,2B,2B,1,2B,2A
602,accepted,,7249ac7953e79be4,False,1,1,1,2A,1,2B,1,2A,2A
603,accepted,,38c6bf84c91aaac3,False,2A,2A,1,2A,1,2B,2B,1,1
604,accepted,,ae85f3bf892aad2e,False,2A,1,2B,2A,2B,2B,2B,2A,1
605,accepted,,7df44d0c668e87cd,False,2B,2A,2B,2B,2A,2A,1,2A,2B
606,accepted,,a0736607a9b72c8d,True,2B,1,1,2B,1,2B,2B,1,1
607,accepted,,0c8598a11e44f969,True,2B,2B,2B,2A,2B,1,1,2A,2B
608,accepted,,74d727399b2588cb,False,1,1,2B,2B,2A,1,1,1,2A
609,accepted,,ddcc407f939ac815,False,2A,1,2B,2A,2A,2B,1,2A,2A
610,accepted,,53859d7d80ac4089,False,1,2A,2B,2B,2A,2A,2B,2A,2B
611,accepted,,f05524a7ceb6f58c,False,1,2A,1,2B,2A,1,1,1,2A
612,accepted,,6a49f35ac9f6acdb,True,2B,2A,1,2B,1,1,1,1,2A
613,accepted,,7b477f93e8fac664,True,1,2B,2B,2A,1,2B,2B,2B,2A
614,accepted,,6029621f429bf4e9,False,1,2A,1,2A,1,1,2B,1,2B
615,accepted,,8fb2fa99a5c68e04,False,2A,1,1,2A,2A,2A,2B,1,2A
616,accepted,,144665bf1cf328a2,True,2A,1,2B,2A,2A,1,2B,1,2B
617,accepted,,bcffb76f5c6dab25,True,2A,2A,2B,2A,2B,2A,1,2B,1
618,accepted,,8f1470f8edcf504c,False,2B,2A,1,2A,2A,2A,2B,2B,1
